DATE,BAA10Y
2022-03-24,2.01
2022-03-25,1.96
2022-03-28,1.94
2022-03-29,1.91
2022-03-30,1.93
2022-03-31,1.93
2022-04-01,1.81
2022-04-04,1.81
2022-04-05,1.77
2022-04-06,1.77
2022-04-07,1.78
2022-04-08,1.78
2022-04-11,1.82
2022-04-12,1.92
2022-04-13,1.94
2022-04-14,1.93
2022-04-15,.
2022-04-18,1.94
2022-04-19,1.91
2022-04-20,1.91
2022-04-21,1.93
2022-04-22,1.96
2022-04-25,2.03
2022-04-26,2.06
2022-04-27,2.05
